transcript,comic_id
"- What I have inside this cardboard box is of inestimable value!
- I acquired this particular item at a garage sale 25 years ago. They don't make these babies anymore!
- I recognized its significance immediately!
- Mr. Drabble, WHAT IS IT?? WOULDN'T YOU LIKE TO KNOW??",dr001004
"- Mr. Drabble...we can't appraise your antique if you won't let us see it!
- We have increased security inside the building! Now, will you please take it out of the box? Oh, all right...
- Voila!
- That looks like an 8-track player! BACK OFF, YOU VULTURES!!",dr001005
"- I'm sorry, Mr. Drabble, but your 8-track tape player is totally worthless.
- How about my watch??! My watch is really old!! It's gotta be worth something!! I'm sorry.
- My TIE is at least 30 years old!! Please tell me something I have is worth SOMETHING!!
- Your cardboard box is worth half a cent. YES!!",dr001006
"- Don't feel bad, Ralph!
- You're not the first person to go on ANTIQUES ROADSHOW, and learn that your antique isn't so valuable!
- I just don't understand how they could say my 8-track tape player is WORTHLESS!
- Maybe they meant PRICELESS! Yeah, that's probably it!",dr001007
"-
- Please remember to sign your check.
- Please write your account number on your check.
-
- Do not send cash.
- Make check payable to Polecat Industries.
-
- Please include bottom portion with payment.
- Do not clip or staple.
-
- Do not send correspondence with payment.
-
- Please make sure our address shows through window.
- BAM!
- Did you put a stamp on it?",dr001008
"- Here's an interesting article...
- Research suggests that people in our country are dumber than they wear 20 years ago.
-
- Thanks for bringing down the national average! Sorry!",dr001009
"- Hello...
- May I speak to the man of the house? Certainly.
- MOMMY!",dr001010
"- My name is Kendell! I'm Penny.
- My favorite number is four! What's YOUR favorite number?
- 8,261,991.
- I think I'm in love!",dr001011
"- Eenie-meenie-miney-mo! Catch-a-tiger-by-the-toe! If-he-hollers-make-him-pay...
- Fifty-dollars-every-day! My-mother-told-me-to-pick-the-very-best-one-and...uh...
- Rats! I got confused! I need to start over!
- Eenie-meenie-miney-mo... I forgot what we were trying to decide!",dr001012
"- Penny, would you like to go on a date?
- A DATE?? You're only FIVE YEARS OLD!! You're to young to go on a DATE!!
- My brother Norman is 19 years old, and HE doesn't even go on dates!!
- Of course, that might also be because he's such a nerd! For your information, I'm five-and-a-HALF!",dr001013
"- Boy, this is a long red light!
-
-
- I see you've discovered the new surveillance camera on top of the traffic signal!",dr001014
"- Welcome to Polecat Nation Bank's 24-hour automated hot line!
- For account information, press ""1"". For loan information, press ""2"". To stop payment on a check, press ""3"". To speak to a customer service representative, press ""4"".
- boop!
- Please enter your ten-digit account number, followed by the ""pound"" key.
- boop! beep! beep! boop! boop! beep! beep! beep! beep! boop! boop!
- Please enter the last four digits of your social security number, followed by the ""pound"" key. beep! beep! boop! boop! beep!
- All customer service representatives are busy. To leave a recorded message, press the ""pound"" key.
- POUND!
- Now I know why they call it the ""pound"" key!",dr001015
"- Welcome to Mega-Snips, Mr. Drabble. Have a seat!
- Why does this barber chair recline? Because first you get a shampoo.
- SHAMPOO?? I don't want a SHAMPOO! Here at Mega-Snips, everyone gets a shampoo! Now lean over the sink! But I don't want a...glub glub glub... Sorry, I can't hear you with the water running!",dr001016
"- Shampoo!
- Rinse!
- Now, follow me to the styling chair!
- I'm soaked! Don't blame me! I gave you a towel!",dr001017
"- Take a little off the top, please.
- Looks like someone already beat me to it!
- HA HA
- Barbers and onions...a lethal combination! snip snip!",dr001018
"- I'm so stressed! Halloween is only two weeks away, and I'm not ready!!
- Why do you find Halloween so stressful?
- Because four weeks after Halloween is thanksgiving, and four weeks after that is CHRISTMAS!
- Oh. I'M NOT READY!!!",dr001019
"- I don't understand it! Halloween is two weeks away, and you're already stressed over CHRISTMAS??
- It's right around the corner, and I'm not ready for it!
- All I've done so far is address all our Christmas cards, assemble the nativity, and buy gifts for everyone. I haven't even BEGUN to wrap them yet! What a slacker!",dr001020
"- Honeybunch, I know you make a big deal out of the holidays...
- But it seems crazy to worry about Christmas in OCTOBER!!
- Why don't you just worry about Christmas in DECEMBER?? Don't be silly...
- December is when I start worrying about easter!",dr001021
"- I'm almost ready to go, honeybunch! Ralph, I wish you'd reconsider your costume!
- We'll never get invited to another Halloween party!
- You can't go as the naked guy on SURVIVOR!",dr001022
"- Goodnight, honeybunch! I'm not sleepy yet, so I'm going downstairs to watch TV! Bye!
-
- I hit the Halloween candy where you'll never find it, Ralph, so don't even try!
- I love a challenge!",dr001023
"- What are you doing under the sink, dad? I'm looking for the Halloween candy!
- Every year, your mom hides the candy from me, and I always take pride in finding it!
- But she's outside herself this year. I can't find it anywhere!
- It hasn't been a total loss, though...I found the missing easter egg!",dr001024
"- All right, where is it? Where's what?
- The Halloween candy! Every year you hide it so I won't get into it, and every year I find it!
- But this year you did y really good job, so just tell me where you hid it!
- So you're admitting defeat? The attic! I forgot to check the attic!",dr001025
"- A DIVINING ROD?? I'm a desperate man!
- I was hoping it would lead me to your stash of Halloween candy, but it's no use.
- Ralph, I'll be glad to tell you where I hid the candy. You will??
- Sure, all you have to do is admit that I'm much more clever than you are! NEVER!",dr001026
"- Admit it, Ralph! You're a beaten man!
- You tried your best, but you could not find where I hid the Halloween candy!
- Mom, it's really weird...I put some clothes in the dryer, and they came out all CHOCOLATY!
- YOU USED THE DRYER??! The one place I didn't look!",dr001027
"- I can't think of anything to be for Halloween. How about a mummy?
- I've been that before. How about Superman? Been that. Frankenstein?
- Been that. A vampire? Been that. Batman? Been that.
- It's no use, dad. I've already BEEN everything! I suppose this is a common problem for people who trick-or-treat into their twenties!",dr001028
"- Here's what happened...
- I got up in the middle of the night for a drink of water... Yawn!
- I went into the kitchen, and there was daddy, eating all the Halloween candy! click! Uh-oh!
- I said... You're not supposed to eat that candy, daddy! It's for the trick-or-treaters! Gulp!
- And daddy said... Now Penny, this isn't the way it looks!
- And then he said...I'm not really eating the candy! You're just having a dream! None of this is really happening! Now go back to bed!
- ...and that's why most of the candy is gone! Ralph, you told me you woke up and found the DOG eating the candy!
- Whose version are you going to believe, MINE or a CHILD'S?",dr001029
"- Trick or treat!
- Kids, I believe that honesty is the best policy...
- So I have a confession to make...
- He ate all the candy again. Now don't get ahead of me!",dr001030
"- Trick or treat!
- Candy?? For me?? Why, thank you!
- I'll take this one!
- I love the holidays! No wonder our windows always get soaped!",dr001031
"-
-
- Whaddaya think? I think somebody's had too much sugar! Who ate all my Halloween candy??!!",dr001101
"- HAAHHHH
- sniff sniff!
- Eewww! My breath smells terrible!!
- sniff sniff!
- Oh, good...it was just my hand! Check, please!",dr001102
"- ...35...36...37...38! I have exactly 38 french fries left!
- I'm going to refill my lemonade, daddy.
- And I better still have 38 french fries when I get back!
- They grow up so fast!",dr001103
"- Dad, how would you describe this glass of water?
- Half empty. I KNEW you'd say that!
- Saying the glass is ""half empty"" instead of ""half full"" indicates that you're pessimistic, gloomy, negative, and less intelligent!
- Now I say that it's totally empty!",dr001104
"- I think youth sports would be better if the parents stayed home.
- Parents take things way too seriously. They get too wrapped up in winning and losing!
- Why can't they just relax and let the kids have fun?
- Oh-oh...it's a breakaway for the other team! They're going to score a goal!
- TRIP!
- What were we talking about? It doesn't matter.",dr001105
"- Ralph, go out to the garage and get our box of thanksgiving decorations.
- We have thanksgiving decorations?? Follow me. I'll show you.
- See? There they are...
- Right behind the box of labor day decorations! We have LABOR DAY DECORATIONS??",dr001106
"- Why do they always call it ""tomato"" ketchup??
- Isn't it redundant? What other kind of ketchup IS there??
- There isn't watermelon ketchup or mango ketchup!
- And another thing: Why do they call it ""orange"" juice when it's yellow?? So many questions, so little brainpower!",dr001107
"-
- Can I help you find something?
- Do I LOOK lost?
- Well, as a matter of fact... Can I help you find something?",dr001108
"- Excuse me...Do you have the time? Yes. It's 4:45!
- 4:45?? Oh, wait...I put my watch on upside down.
- It's 10:15.
- I sure hope noone else asks me for the time today! brush brush!",dr001109
"- How do you like my new nail polish?
- Very nice!
-
- I had a Volkswagen that color!",dr001110
"- Mom, can I pour a glass of milk?
- Norman, it's ""MAY I pour a glass of milk?""
- May I pour a glass of milk? Certainly.
- Oops! He had the question right the first time!",dr001111
"- ...chatter chatter chatter yakitty yak yak chitter chatter... SIGH
- Penny, I know you have a lot to say, but I'm going to give you a little advice...
- You have two eyes, two ears, and only ONE mouth...
- That means you should look and listen TWICE as much as you talk! Oh...
- Then I should also SMELL twice much, because I have TWO NOSTRILS! Well, I guess that's...
- And I should WALK twice as much because I have TWO FEET! And I should CLAP twice as much because I have TWO hands!
- And I should wiggle my toes TEN times as much because... SIGH",dr001112
"- RING I'll get it, mom!
- Hello?
- Sorry, I'm not interested.
- Aren't those phone solicitors annoying? That was Norman!",dr001113
"- Class, please come to order!
- May I have your attention, class? It's now MY turn to talk!
- I hate ""Parents Night""! Z",dr001114
"- Parents, you'll find a sheet of paper on your child's desk.
- We'd like all of you to write a personal note to your children that they can read tomorrow!
- ****!!**!* What's all the commotion at table six!
- HE'S COPYING!! AM NOT!!",dr001115
"-
-
- Oh! Oh!
- Mr. Drabble, did you have a question? Yeah, but now I forgot!",dr001116
"- Dad, please don't tell me you embarrassed me at ""parents night"".
- Please don't tell me you offended my teacher, and that I should now avoid eye contact.
- Please don't tell me that the evening was a total disaster!
- OK, I won't. Why don't I feel reassured?",dr001117
"- ""It's beginning to look a lot like Christmas""...
- Actually, that's not true...
- Here at the mall, it's been looking a lot like Christmas for at least three months!",dr001118
"- Hello, is this newsradio's traffic hotline? Tipster Drabble, here!
- I just turned onto main street, and I find myself in the middle of a serious traffic problem!
- There's bedlam in the street! People are sitting atop their cars, animals running loose...I even see a large band of teenagers on foot! Traffic is moving at a snail's pace! ...that's right, Main Street! ...yes...oh, really? ...I am? ...oh...OK...never mind...'bye.
- Stupid parade!",dr001119
"- Honeybunch, I invited No-Neck over for thanksgiving dinner. You WHAT??
- No-Neck and his wife recently separated, and he's a little depressed.
- I had an idea: let's pretend that we're fighting! Then he might not feel so bad that he's a single again!
- You invited an extra person for dinner, and you're JUST NOW TELLING ME ABOUT IT?? That sounds perfect, honeybunch! You should've been an actress!",dr001120
"- KNOCK KNOCK Remember, honeybunch, act like we're fighting so No-Neck won't feel so bad that his wife left him!
- Why, hello, No-Neck! Happy thanksgiving!
- You remember my old BALL AND CHAIN, don't you?
- So where's the turkey, honeybunch? Go look in the mirror!",dr001121
"- Honeybunch, it's working like a charm!
- Pretending that we're mad at each other has No-Neck feeling lucky his wife left him!
- So, when will thanksgiving dinner be ready? You told him I'm a lousy cook, so fix it yourself, grunt head!
- Ha ha! That's a good one, honeybunch, but save the zingers for No-Neck can hear them!",dr001122
"- Goodbye, Ralph! Where are you going? It's thanksgiving!
- The kids and I are going to my mother's! You and No-Neck can just eat chips and complain all day!
- Fine!! See if WE care! wink! wink!
- Women! I'm starting not to feel so bad that my wife ran off with the cable guy.",dr001123
"- honeybunch! You were MAGNIFICIENT today!
- You acted like you were REALLY MAD AT ME!! No-Neck totally fell for it!
- I never realized what a GREAT ACTRESS you are!
- SLAM We ought to get you into commercials!",dr001124
"- Mall Attention, shoppers...
- Today is the official start of the holiday shopping season! All of you will be expected to show the proper spirit!
- Any shopper who is observer being rude, impatient or irritable will be slapped with a HOLIDAY SPIRIT VIOLATION!
- You can't be serious! There's ONE!!",dr001125
"-
- Hey, No-Neck,,,it's me, Ralph! I was wondering if... BOOM beep ZAP POW ZOOM
- Will you please turn down the video game?!!
- Anyway, as I was saying...
- WHO LEFT THEIR SOCKS ON THE FLOOR?!! THIS PLACE LOOKS LIKE A PIGSTY!! I AM NOT A SLAVE!! I WORK MY FINGERS ...THE B...AROUND HERE AND...THANKS...GET...NE!!
- WOOF WOOF WOOF WOOF! HISS
- LET GO!!! YOU LET GO!!! No-Neck, I'm going to have to hang up and call you back from someplace quieter than my living room!
- WHAM! ROOOLLLLL WHAM!! There, that's better!",dr001126
"- Why do other people bother to install car alarms? whoop whoop whoop
- No one pays attention to them because you hear them all day long! beep beep beep beep
- When you have to listen to something day and night, you begin to tune it out. Do you know what I mean?
- Ralph? Did you say something, honeybunch?",dr001127
"-
-
- FLUSH
- Now I know why they call it the wee hours!",dr001128
"-
-
- munch munch!
- Rats! I hate it when my ice cream is all gone! Me too, 'cause now she's gonna start talking again!",dr001129
"- NEXT! It's about time! I've been waiting in line for an hour and a half!
- I'd like you to mail these packages first class, and give me two books of Christmas stamps!
- I'd love to, but this is the department of motor vehicles! I knew that!",dr001130
"- ...Sigh...
- Penny, go put the cordless phone back where it belongs.
-
- ?",dr001201
"- Correct me if I'm wrong, but... You're wrong.
- You haven't even heard what I have to say, yet! Call it a wild guess!",dr001202
"- Oh, no!! What's wrong?
- Today was my turn to bring the postgame treats for Patrick's soccer team, and I totally forgot!!
- The game is always over, and I have nothing to give them! Why don't you run to the store?
- There's no time! Look! They're already lining up!
- My PURSE! Maybe I can find something in my purse!!
- Open wide! skwwak! Open wide! Our treat is a squirt of breath freshener?? Here, you also get a two-for-one dry cleaning coupon!",dr001203
"- Youletide City TREE LOT
-
-
- I hate it.",dr001204
"- Our tree is crooked, Ralph! What are we going to do?? Don't worry, honeybunch. I'll fix it!
-",dr001205
"- Ralph, this tree isn't fresh. I want you to take it back to the lot! Are you out of your mind??
- What kind of LUNATIC returns a Christmas tree?? You'll just have to make the best of it!
- Here's a novel idea...just turn the ugly side to the wall!
- It didn't help. You're a funny, funny woman.",dr001206
"- Dad, what are you doing? Picking up needles off the floor.
- Your mom is convinced this tree is dead, and she wants me to return it to the lot tomorrow!
- That's the LAST thing I want to do, so I'm going to try to convince her it's still fresh!
- Can I do something to help? Yeah, go out to the garage and get me some green spray paint!",dr001207
"- Ralph, I want you to take this tree back to the lot! It's not drinking any water!
- Are you sure, honeybunch? I'll just go down here and check...
- SLURP!
- The pan is dry, honeybunch! This tree's drinkin' like a FISH!",dr001208
"- No-Neck just happened to stop by, honeybunch! My, what a beautiful Christmas tree!
- It is obviously fresh, too! I've seen fresh trees before, but this is...um...uhh........
- ""The freshest tree I've ever seen.""
- How was that, Ralph? I'm a dead man. Return the tree!",dr001209
"- Hey, what are you doing?? click click click
- I'm setting your digital clock to the correct time! It was way off! No, it wasn't! It was perfect!!
- It used to be three minutes slow. Then I set it ahead ten minuted so I'd never be late.
- Then I forgot to turn it back an hour last fall when daylight savings time ended.
- And then Penny accidentally kicked the button and set it back another 15 MINUTES!
- I never bothered to reset it because I knew the correct time was exactly 82 minutes ahead of what the clock said!
- But now that you've set it to the right time, I'll NEVER know what time it is!! Why can I never do anything right?",dr001210
"- I need a box of garland for our Christmas tree.
- Now how can I tell if there's enough garland in the box to go around our tree?
- Yes, that should be enough!",dr001211
"- I've always wondered, dad...what are mall copy listening to in those ear pieces?
- We listen to important, top secret, official information from the headquarters.
- Let's go to the phones...terrence in Sierra Madre. Welcome to the jungle! Thanks for the wine, Romey! This is SPORTS TALK! GIMME THAT BACK!",dr001212
"-
- Hello!
- pssshhhhtt!!
- Sorry...I thought you were a Rottweiler!",dr001213
"- Norman, look...
- HA HA HA HA HA!
- AH HA HA HA HA HA HA HA HA HA HA
- Now shall I get out YOUR high school picture? You'd never find it! Hoo hoo!",dr001214
"-
-
-
- Did you clean up all the milk you spilled on the floor? Almost. I need to change my socks. schlopp! schlopp! schlopp! schlopp!",dr001215
"- ...Sigh... I've been on hold for twenty minutes waiting for the next available customer service representative!
- There's one sure-fire way to get them to take my call immediately.
- Thank you for waiting. How can I help you? MMMFPH",dr001216
"-
- SCREEECH!
-
-
-
-
- What a coincidence! We just happen to have a fruitcake for you, too!",dr001217
"- Ralph, if you haven't bought my Christmas present yet, I'd really like this sweater!
- In fact, I'll go wait over here in case you'd like to pay while I'm not looking!
- OK!
- So, you're telling me you haven't even bought MY CHRISTMAS PRESENT YET??",dr001218
"- Hey, it's the SWEATER I asked for! This must be what Ralph is giving me for Christmas!
- Now I wish I'd asked for the one with the floral print.
-
- I can't believe it. She exchanged a gift she hasn't even RECEIVED yet!",dr001219
"- ...one nose hair trimmer, one exercise video, one pack of breath mints!
- Who says dad's a hard man to shop for?? Merry Christmas!",dr001220
"- ...if one of those bottles should happen to fall, 24 bottles of beer on the wall
- Maybe ""caroling mall cops"" wasn't such a good idea. We probably should've learned a Christmas song! Tips",dr001221
"- Wow! Someone left us a dozen Christmas cookies!
- Ralph, these cookies aren't for us, they're for the STEINBAUERS!
- They were left on our porch by mistake! Go take them to their rightful owner!
- Here, Steinbauer, someone left you half-a-dozen Christmas cookies!",dr001222
"- Honeybunch, remember the watch I told you I wanted for Christmas? Yes...
- Well, I changed my mind. I think I'd rather have this one!
- You're changing your mind TWO DAYS BEFORE CHRISTMAS??
- ARRRGGHH She sure gets uptight as the holidays grow near!",dr001223
"- A plate of rice cookies and a glass of water?? I thought Santa liked cookies and cocoa!
- He does, but believe me, Santa has really been putting on the poundage since thanksgiving!",dr001224
"- Let's see what YOU got, Oogie!
- A watch?? Why in the world would a cat need a watch??
- Oops! The watch is NORMAN'S gift! I must have switched the tags by mistake!
- Bad news, Norman...the catnip mouse isn't yours!",dr001225
"- The BUSINESS section??
- You don't even have a JOB! Why on earth would you be reading the BUSINESS section??
- Norman reading the business section is like...like...
- Like you reading the health & fitness section! Yeah, like me reading the...HEY!!",dr001226
"- I'll have a cheeseburger, medium fries, and a medium root beer!
- Would you like to ""super-size"" your order for only 50 cents more? OK.
- Would you like to ""gargantua-size"" it for another 50 cents? Sure.
- I had to put the fries in the trunk!",dr001227
"- Welcome to Galtburger! May I take your order, please?
- Hey, it's me. Oh, hi, Ralph! How ya' doin' ?
- Do you want your usual, today? Yeah.
- When you suddenly realize you've developed a close relationship with the drive-thru clerk, it's probably time to have your cholesterol checked! So, how's the family?",dr001228
"- Hey, Ralph! Hey.
- Your usual jumbo chili cheese bacon burger with fries and a shake?
- AHHEM!! COFF COFF (wife's in the car!) COUGH COUGH!
- Uh, I mean, your usual garden salad and diet cola? So, how's your diet going, Ralph?",dr001229
"- Well, the new millennium begins on Monday!
- Again??
- It seems like we started a new millennium just last year!
- Time really flies when you get to be my age!",dr001230
"- Oh, this is an outrage!
- The home owners association is demanding the immediate removal of my holiday decorations!
- It's not even JANUARY FIRST, for cryin' out loud!
- What's so bad about leaving Christmas decorations up until new year's day??
- Maybe they were talking about your HALLOWEEN decorations!",dr001231
"- Norman, a job just opened up at the mall that I think you'd enjoy!
- A job?? Gosh, dad, I don't know...what if I'm underqualified??
- Relax, Norm...You're PERFECT for this job!
- It's a total NO-BRAINER! What if he's OVERqualified?",dr010101
"- Believe me, Norm, this job will be PERFECT for you! What kind of job IS it, dad?
- Trust me, it's right up your alley! You get paid for doing nothing!
- It required no brainpower whatsoever! This job was tailor-made for Norman Drabble!
- You might even want to make a CAREER out of it! The suspense is killing me!",dr010102
"- Norm, your job is to stand in front of the jewelry store, dresses as a royal guard!
- And then what? That's it! All you have to do is stand there!
- And then what? That's it! Stand there, stare into space, and don't move a muscle!
- And then what? What part of ""THAT'S IT"" don't you understand??",dr010103
"- So this is my new job...I stand here for six hours and don't move a muscle!
- I should be able to handle this!
-
- I have to go to the bathroom!",dr010104
"- Norman, is that you? What are you doing??
- Oh, I get it! You're supposed to be one of those guards who stand perfectly still, no matter what!
-
- Whatever you do, try not to think about that trail of ants crawling up your leg!",dr010105
"- He's real! No, he's a dummy!
- Actually, you're BOTH right! Kick him in the shins and see what happens!",dr010106
"- Boy, there's nothing like being inside a hot, steamy sauna!
- Except, of course, for being inside the car when MOM is driving! I'm begging you...PLEASE turn down the heater!! Stop complaining! It's JUST RIGHT in here!",dr010107
"-
-
- He's pretty good! Fortunately I'm used to people making faces at me!",dr010108
"- ?
- Why are you wearing glasses, Norm?
- Norm?
- Z",dr010109
"- Look, kids! It's one of those royal guards!
- He'll stand perfectly still, no matter what you do to him!
- You can kick him, poke him, tickle him, and he won't move!
- Let's try it! You kids have fun! I'm going to Macy's!",dr010110
"- Well, Norm's first day on the job turned out to be tougher than expected!
- TOUGH?? All he had to do was dress up like a royal guard and stand perfectly still all day!
- I know, but people kept trying to make him flinch, and some of them got a little carried away.
- Right, Norm? MmPFF",dr010111
"- What a day at work! My new job was brutal!
- Standing perfectly still and staring into space all day is tougher than it looks!
- Tell me about it! Also, the hat messes up my hair!",dr010112
"- I can't wait to play with my new football!
- It needs air. I'll have to pump it up!
- ""Inflate to 13 lbs""??
- How on earth am I supposed to throw a 13-pound football?",dr010113
"- Welcome to this edition of ANTIQUES ROADSHOW!
- Our experts are on hand to appraise your antiques and collectibles!
- Our first guest is Ralph Drabble. Tell us about the item you've brought today, Ralph!
- This is a hula lamp that has been in my family for generations!
- I have many fond memories of this lamp. I consider it as family heirloom!
- I realize it probably isn't worth much, but it has a lot of sentimental value. I love this lamp, and I would never part with it!
- Well, Mr. Drabble, I have some exciting news...I estimate the value of this lamp to be about $5,000! $5,000??
- I'M RICH! I'M RICH!! WHO WANTS TO BUY MY LAMP?? I'LL TAKE CASH OR CHECK!! YAHOOO!!",dr010114
"- Z
- Z
- BLATT!!
- No one should ever be that relaxed!",dr010115
"- Bob, you are a totally useless creature!
- I don't know why I haven't fired up the barbecue and made a meal out of you, yet!
- I guess I just don't have it in me!
- Looks like he has everything else in him!",dr010116
"- I'm home!
- Excuse me...my perch is not a coat rack!
- What could be more undignified?
-",dr010117
"- That does it! I obviously get no respect around here!
- I think I'll go return to the wild!
-
- Daddy, I think it's time to steam-clean your hat!",dr010118
"-
-
- Daddy's hat just ran away! Can you blame it? His socks walked off yesterday!",dr010119
"- Don't leave your clothes on the floor, Ralph. Hang them up! OK, OK.
-
- We either need more closet space, or another exercise bike!",dr010120
"- Hey, No-Neck, check out my new car alarm system!
- Rattle the door and see what happens!
- HONK HONK HONK RRRRRRRRRRRRRRRRRRRRRRRRRRR! WHOOOP WHOOOP WHOOOP BEEEEP BEEEEP BEEEEP BEEEEP AH OOOO CUH!
- That's pretty good! Where can I get a system like that? Sorry. It's a one-of-a-kind! Dad, can I have the rest of the day off? I'm getting a little hoarse!",dr010121
"- January 22, 2001
- Nothing interesting happened in my life today.
- Or yesterday, or the day before, for that matter.
- Everyone should keep a journal! Except you.",dr010122
"-
-
-
- Cats love to taunt non-cat people!",dr010123
"- I'm home!
- zoom zoom zoom zoom zoom
- Oogie craves attention! I crave medical attention.",dr010124
"- OOGIE! GET OFF THE DRAPES!
- SPLAT!
- Oogie puts the CAT in CATASTROPHE! CRASH!",dr010125
"- Hey, Norm, as long as you're up, get me a root beer!
- I'm not up!! Oh, yeah, huh.
-
- Make it a ""Dr. Pepper""!",dr010126
"- I wait at this intersection every day...
- It doesn't matter which direction I'm going, I ALWAYS hit the red light!
- You'd think I'd have a 50% chance of making a green light, wouldn't you??
- Mind-boggling, isn't it? Everything's mind-boggling to me!",dr010127
"- Oogie is certainly an active cat!
- I've heard that's a sign of intelligence!
- The more playful and active a cat is, the more intelligent it probably is!
- That's probably true of all creatures, don't you think?
- zzZzz No argument from me!",dr010128
"- You'll have to wait your turn, Mr. Drabble. There are other patients before you! But I'm in pain!!
- Too bad! Getting your chest hair caught in a lint roller is not a medical emergency! I knew I should've called 9-1-1!",dr010129
"- 'bye, mom! I'm really late! Where are you going?
- Dad just reminded me that it's almost February, and I forgot to migrate south for the winter!!
- Norman, BIRDS do that! Oh, yeah, huh!
- Nice try!",dr010130
"- flip flip flip flip
- flip flip flip flip flip flip
- flip flip flip FLIP flip
- Televised surgical procedures have taken all the fun out of channel surfing!",dr010131
"- Hello, newsradio? Traffic tipster Drabble here. I'd like to report a major back-up!
- Cars are a stand-still! Tensions are running high! ...my location?
- The drive-thru lane at Galtburger! They must have a trainee working the window!",dr010201
"- I'm going jogging, honeybunch! You ARE??
- Yeah, what's wrong with that?? Don't you think I can do it??
- Do you think I'm too old and out of shape?? Of course not, Ralph.
- Just make sure you're carrying I.D.!!",dr010202
"- Let's sit here, honeybunch! Here??
- Ralph, we can sit anywhere in the theater we want...
- Why do you want to sit all the way back here??
- Because someone left behind practically a whole tub of popcorn!",dr010203
"- I have to go to the bathroom!
- Excuse me...sorry...pardon me...oops! Sorry! Coming through...excuse me... Ow!
- Why did you crawl over every person in this row to get out??
- You were sitting on the other aisle! It would have been much easier for you to go THAT way! Oh yeah, huh!
- Excuse me...sorry! Sorry! Coming through,,,pardon me...whoops!",dr010204
"- 'bye, mom! 'bye, Norman! Remember your new motto: ""Attack the day""!
- How did it go? The day launched a counterattack!",dr010205
"- Hey, what happened, dad? A power outage? Perhaps.
- Perhaps??? Why ELSE would it be so dark here??
- Norm, when a comic strip is all black and all you see are the characters' eyeballs, it's a safe bet that the cartoonist is sick with a flu!
- Really?? It's a trade secret, so keep it under your hat!",dr010206
"- I don't understand, dad...if a comic strip is in total darkness, why does it mean the cartoonist has the flu? Because he's too sick to draw!
- Imagine being a cartoonist...you have the flu, and you can barely hold a pen, but you have a family to support...
- So, with your last ounce of strength, you put characters in darkness so you'll only have to draw their eyeballs!
- Gosh, I've never felt sorry for a cartoonist before! Hey, I feel so sorry for him, I'm going to close my eyes for a while!",dr010207
"- Dad, are you suggesting that the reason it's dark in here is because the cartoonist has the flu and he's too sick to draw??
- Norm, all I'm saying is, I'm not buying the ""power outage"" theory.
- Why not?
- For one thing, it's only 10:30 in the morning!",dr010208
"- Dad, how long are we going to have to sit in the dark? Until the cartoonist gets over the flu, and can draw again!
- But that could take a WEEK! I have an idea...let's light a match!
-
- Whoa, more like TWO weeks! I think someone better call 9-1-1!",dr010209
"- WHOA! WHO FLUSHED THE TOILET??
- Ouch!
- pop!
- Have a nice day! Too late.",dr010210
"- Looks like we're going to have a crowded flight! Yeah, but we'll be the first ones on board!
- This plane boards on a first-come, first-served basis!
- We arrived two hours early, so we got boarding passes ONE and TWO!
- Polecat Airlines announces preboarding of flight 807! All passengers who are elderly, require physical assistance, traveling with small children, or have special needs, may now board at gate 37!
- Polecat Airlines now announces boarding for passengers 1 through 20. That's us!",dr010211
"- Mom buying a Valentine's Card For Dad I've read every card in the store, and nothing is quite right. There's another shop over on Elm...I'll go and see what THEY have!
- Dad Buying A Valentine's Card For Mom Pick me out a winner, son! I'll do my best for under three bucks!",dr010212
"- Hey, thanks for the card, honeybunch! You didn't even READ all of it!
- I got the gist of it!
- I spent the entire weekend picking out just the right Valentine's card for you! The least you can do is READ all of it!!
- But this card has PAGES! There's going to be a quiz, so you better not skim!",dr010213
"- Happy Valentine's day, Wendy!
- You know, Norman, I considered staying home from school today to avoid the awkwardness of not having a Valentine card for you.
- I mean, just because I don't like you, doesn't mean I want to hurt your feelings!
- But then I figured, who cares? Thanks, Wendy. That means a lot!",dr010214
"-
-
- What are you doing?!
- Trying to figure out if your bald spot is getting bigger, or your head's getting smaller!",dr010215
"- Hello, news radio? Traffic tipster Drabble, here!
- I'd like to report icy conditions along the highway!
- ...where?
- Well, actually, they're INSIDE my car! I can't believe you forgot our anniversary!",dr010216
"- RING! RING!
- RING! Aren't you going to answer the phone??
- I don't want to talk to anyone who doesn't know that I'm watching wrestling right now!",dr010217
"- Rats! I'm having a bad hair day!!
- Oops! I'm sorry, dad! That was an insensitive remark!
- I should never complain about a bad hair day in front of somebody like you! Somebody like me??
- Yeah, you know...somebody who you know...doesn't have a lot of hair left!
- I'm sure you'd give an ARM and a LEG to have a bad hair day!
- Heck, you'd probably just like to have ANY kind of hair day! You're gonna have a bad NOSE day in a minute!",dr010218
"- Hello, Professor. I'm Norman Drabble. I'm transferring into your class!
- Take a seat, Drabble.
-
- It's not a good sign when the chairs in a classroom have seat belts! click!",dr010219
"- Ahh! Hoe at last!
- All day long, I've been waiting for the moment I could take off my shoes!
- Why? Are your feet sore?
- No, I dropped an M&M in there this morning! munch munch",dr010220
"- Let's go over this again, Norm. Step one: Put the ingredients in the blender. Step two: Put the lid on the blender. Step three: Turn on the blender. Oh, yeah, huh!
- For some reason, I always get steps two and three mixed up!",dr010221
"- That's the news for tonight. Thanks for watching.
- This is Norman Drabble...
- Good night! Are you gonna buy anything or not?",dr010222
